matchKey,homeId,awayId,goalsHome,goalsAway
66-16,66,16,0,5
77-1,77,1,1,1
4-64,4,64,2,1
17-46,17,46,1,0
22-13,22,13,2,2
63-71,63,71,0,2
23-30,23,30,0,3
80-38,80,38,1,0
45-8,45,8,0,2
52-7,52,7,0,2
75-68,75,68,2,0
19-62,19,62,0,0
16-30,16,30,1,1
39-26,39,26,1,0
33-27,33,27,0,2
74-24,74,24,0,4
38-6,38,6,1,0
54-4,54,4,2,0
18-71,18,71,4,0
36-20,36,20,0,2
76-57,76,57,0,0
4-44,4,44,0,1
59-10,59,10,0,3
57-37,57,37,3,0
15-9,15,9,1,2
69-74,69,74,1,0
70-74,70,74,0,0
4-36,4,36,0,1
11-35,11,35,0,0
72-13,72,13,1,3
61-11,61,11,0,2
6-75,6,75,1,0
12-56,12,56,0,1
76-40,76,40,0,1
49-41,49,41,0,0
67-77,67,77,2,0
9-17,9,17,1,3
29-27,29,27,1,1
2-32,2,32,2,1
64-63,64,63,0,2
64-35,64,35,0,5
27-17,27,17,0,1
55-37,55,37,2,1
1-70,1,70,1,0
71-49,71,49,0,2
2-47,2,47,2,0
22-13,22,13,0,3
51-12,51,12,0,1
14-64,14,64,2,0
30-22,30,22,0,0
26-37,26,37,3,0
66-25,66,25,0,0
28-22,28,22,0,0
33-36,33,36,0,0
73-11,73,11,0,2
14-68,14,68,2,0
45-53,45,53,0,2
30-31,30,31,0,2
8-32,8,32,3,2
55-31,55,31,1,0
49-33,49,33,1,2
9-4,9,4,0,2
15-61,15,61,0,1
35-71,35,71,3,0
60-27,60,27,1,1
63-23,63,23,0,1
62-7,62,7,0,2
67-2,67,2,2,1
75-70,75,70,1,0
44-20,44,20,0,1
5-40,5,40,0,0
61-34,61,34,0,1
20-11,20,11,2,2
28-32,28,32,0,0
39-46,39,46,0,0
63-31,63,31,0,2
53-68,53,68,0,0
50-8,50,8,0,2
50-71,50,71,2,0
11-57,11,57,0,1
70-34,70,34,1,1
77-80,77,80,1,0
65-31,65,31,1,1
4-52,4,52,2,0
46-59,46,59,0,1
32-3,32,3,1,0
39-73,39,73,0,1
67-1,67,1,1,5
79-11,79,11,0,2
77-64,77,64,1,2
60-43,60,43,0,3
54-38,54,38,1,0
52-15,52,15,1,0
71-67,71,67,2,1
3-47,3,47,0,1
33-75,33,75,0,1
79-47,79,47,1,0
80-61,80,61,3,1
70-64,70,64,0,2
18-32,18,32,1,0
22-79,22,79,2,1
30-19,30,19,1,2
61-34,61,34,0,0
76-78,76,78,2,1
39-43,39,43,2,1
73-66,73,66,0,1
55-71,55,71,3,0
31-19,31,19,2,0
60-73,60,73,3,1
62-68,62,68,1,0
54-71,54,71,2,2
46-74,46,74,0,0
51-7,51,7,1,1
75-50,75,50,0,2
8-23,8,23,4,0
11-52,11,52,2,1
22-40,22,40,2,0
70-35,70,35,0,2
52-43,52,43,0,2
30-59,30,59,2,0
34-70,34,70,1,2
54-68,54,68,2,2
15-24,15,24,1,0
78-33,78,33,0,1
56-51,56,51,1,0
19-48,19,48,3,1
55-80,55,80,1,0
3-49,3,49,3,0
75-24,75,24,2,1
56-79,56,79,0,1
80-27,80,27,0,2
40-43,40,43,0,1
69-77,69,77,2,1
52-68,52,68,0,1
15-47,15,47,2,1
48-30,48,30,2,0
35-2,35,2,0,1
59-33,59,33,0,3
43-55,43,55,2,1
22-12,22,12,2,1
48-61,48,61,1,1
32-75,32,75,1,0
46-42,46,42,3,0
68-30,68,30,1,0
57-18,57,18,0,0
48-36,48,36,0,2
62-66,62,66,0,1
62-6,62,6,0,1
51-26,51,26,1,1
74-29,74,29,3,3
74-18,74,18,0,2
71-34,71,34,1,5
64-17,64,17,0,0
35-53,35,53,0,0
72-12,72,12,1,2
22-26,22,26,1,2
6-4,6,4,0,0
56-23,56,23,1,3
51-17,51,17,1,3
3-51,3,51,4,0
76-37,76,37,0,1
26-57,26,57,3,1
33-54,33,54,2,0
43-6,43,6,0,0
24-38,24,38,1,0
17-61,17,61,2,0
60-56,60,56,1,0
16-17,16,17,1,2
14-1,14,1,1,2
6-40,6,40,1,0
30-47,30,47,2,1
9-41,9,41,1,0
56-53,56,53,0,1
44-30,44,30,2,0
64-36,64,36,0,1
27-61,27,61,1,0
29-52,29,52,2,1
12-67,12,67,2,0
69-31,69,31,0,0
4-21,4,21,2,0
4-25,4,25,1,1
49-72,49,72,0,1
68-48,68,48,1,1
10-23,10,23,0,0
34-7,34,7,1,0
37-75,37,75,2,1
52-15,52,15,0,0
9-63,9,63,2,0
38-64,38,64,2,0
66-51,66,51,0,2
67-5,67,5,1,2
12-29,12,29,2,1
40-71,40,71,1,0
52-43,52,43,1,1
69-42,69,42,1,1
33-19,33,19,1,0
21-50,21,50,0,1
45-44,45,44,0,2
37-7,37,7,1,1
3-80,3,80,2,0
20-5,20,5,0,3
9-74,9,74,2,0
6-36,6,36,0,0
4-45,4,45,1,0
64-18,64,18,0,2
61-17,61,17,0,0
46-53,46,53,0,1
28-54,28,54,2,2
68-55,68,55,1,1
59-61,59,61,0,0
4-37,4,37,2,1
11-70,11,70,2,0
68-78,68,78,0,0
27-79,27,79,1,0
40-56,40,56,2,1
9-62,9,62,2,0
32-53,32,53,0,0
41-22,41,22,1,0
43-30,43,30,0,3
9-17,9,17,0,1
66-6,66,6,0,2
55-44,55,44,1,1
48-72,48,72,2,0
40-79,40,79,2,1
20-69,20,69,1,0
51-32,51,32,2,0
31-76,31,76,0,0
79-74,79,74,0,2
36-64,36,64,2,0
46-15,46,15,0,0
33-20,33,20,0,1
71-10,71,10,0,1
59-54,59,54,0,0
11-13,11,13,3,2
38-18,38,18,0,2
55-48,55,48,1,1
6-72,6,72,0,0
30-28,30,28,1,0
21-71,21,71,0,2
40-19,40,19,1,0
12-26,12,26,0,0
73-23,73,23,0,4
71-61,71,61,1,1
68-54,68,54,1,0
57-59,57,59,0,4
69-41,69,41,0,0
70-73,70,73,3,0
28-48,28,48,5,0
49-51,49,51,4,0
50-36,50,36,0,1
22-69,22,69,1,0
15-57,15,57,2,0
55-42,55,42,2,0
58-36,58,36,0,1
14-41,14,41,1,1
50-61,50,61,3,1
40-45,40,45,1,1
14-28,14,28,1,1
55-31,55,31,0,3
25-19,25,19,2,1
30-21,30,21,3,1
48-42,48,42,1,1
12-3,12,3,1,0
50-4,50,4,2,0
54-53,54,53,1,1
67-65,67,65,2,1
77-4,77,4,0,0
56-14,56,14,0,3
46-39,46,39,1,0
4-77,4,77,1,0
51-4,51,4,1,0
27-8,27,8,2,1
24-52,24,52,1,1
36-57,36,57,4,0
34-73,34,73,2,0
50-31,50,31,1,1
35-45,35,45,0,0
63-18,63,18,0,3
10-54,10,54,1,1
54-1,54,1,0,1
42-34,42,34,1,0
70-38,70,38,1,1
39-51,39,51,1,0
32-73,32,73,3,0
7-25,7,25,1,0
33-34,33,34,0,0
53-67,53,67,2,0
36-44,36,44,0,0
28-75,28,75,1,0
5-77,5,77,3,0
36-62,36,62,0,0
58-7,58,7,1,1
33-17,33,17,0,1
47-38,47,38,0,1
24-68,24,68,1,1
38-59,38,59,0,1
62-63,62,63,1,0
26-28,26,28,0,0
35-56,35,56,1,0
65-72,65,72,1,3
14-58,14,58,1,1
26-43,26,43,1,0
21-80,21,80,1,0
63-45,63,45,2,1
45-78,45,78,2,0
4-29,4,29,1,1
79-77,79,77,1,0
35-46,35,46,2,0
32-55,32,55,4,0
22-50,22,50,2,0
45-11,45,11,4,0
59-45,59,45,0,1
24-54,24,54,2,0
25-53,25,53,0,0
9-77,9,77,1,0
17-40,17,40,2,1
78-64,78,64,2,0
8-80,8,80,0,2
52-47,52,47,2,1
3-17,3,17,2,2
80-70,80,70,0,0
18-29,18,29,1,1
78-51,78,51,1,0
68-18,68,18,1,2
11-13,11,13,0,2
76-17,76,17,0,3
39-73,39,73,0,0
43-34,43,34,2,1
11-1,11,1,1,0
77-4,77,4,0,2
36-38,36,38,1,0
3-50,3,50,0,0
78-40,78,40,0,0
62-68,62,68,1,0
13-8,13,8,1,1
54-66,54,66,2,0
31-21,31,21,3,2
68-11,68,11,1,2
77-48,77,48,0,1
15-79,15,79,3,0
15-80,15,80,0,2
44-17,44,17,0,2
66-3,66,3,1,3
1-67,1,67,1,0
41-25,41,25,2,1
80-66,80,66,1,0
33-12,33,12,0,1
3-20,3,20,1,1
70-1,70,1,2,1
70-22,70,22,0,1
7-69,7,69,2,1
35-25,35,25,1,0
1-10,1,10,1,0
78-46,78,46,0,0
15-18,15,18,3,2
47-13,47,13,1,1
26-40,26,40,2,1
4-24,4,24,1,1
29-77,29,77,3,0
69-7,69,7,1,2
27-9,27,9,1,0
34-54,34,54,1,0
64-49,64,49,1,2
21-1,21,1,1,1
39-27,39,27,1,0
55-8,55,8,0,1
26-42,26,42,1,0
36-9,36,9,0,3
57-73,57,73,3,0
24-6,24,6,0,1
76-51,76,51,0,3
12-53,12,53,0,1
21-37,21,37,1,1
36-64,36,64,1,0
61-77,61,77,0,1
5-67,5,67,3,1
74-35,74,35,1,1
6-33,6,33,3,0
2-79,2,79,3,0
69-63,69,63,0,1
70-74,70,74,4,1
1-17,1,17,2,1
24-75,24,75,2,0
74-43,74,43,0,1
17-69,17,69,0,0
15-35,15,35,1,0
17-21,17,21,3,1
24-57,24,57,1,0
4-2,4,2,1,0
73-42,73,42,1,1
1-10,1,10,1,1
68-25,68,25,1,1
70-56,70,56,2,0
58-46,58,46,2,0
13-31,13,31,1,1
61-70,61,70,0,3
46-24,46,24,0,3
42-37,42,37,1,0
45-57,45,57,3,0
24-28,24,28,1,1
54-51,54,51,1,0
34-22,34,22,0,3
78-65,78,65,0,1
64-53,64,53,0,1
77-22,77,22,1,0
31-77,31,77,1,0
57-4,57,4,1,3
32-53,32,53,2,0
80-8,80,8,2,2
34-79,34,79,0,0
12-39,12,39,1,2
48-79,48,79,1,1
59-19,59,19,0,3
75-35,75,35,0,0
42-67,42,67,3,1
3-30,3,30,0,3
13-80,13,80,0,1
76-32,76,32,0,4
5-67,5,67,2,0
56-73,56,73,0,0
73-25,73,25,0,1
79-69,79,69,1,1
48-37,48,37,0,2
76-67,76,67,2,1
65-38,65,38,1,2
65-44,65,44,0,1
53-60,53,60,3,1
53-65,53,65,2,0
11-14,11,14,0,0
2-32,2,32,1,2
35-77,35,77,2,1
62-15,62,15,0,0
61-57,61,57,0,0
43-23,43,23,0,1
58-31,58,31,4,1
51-16,51,16,1,0
23-16,23,16,1,1
73-35,73,35,0,0
21-51,21,51,0,0
80-73,80,73,2,1
19-43,19,43,0,0
62-5,62,5,0,2
22-80,22,80,2,1
58-37,58,37,1,0
14-1,14,1,0,1
38-50,38,50,1,1
68-62,68,62,2,1
12-61,12,61,2,1
66-39,66,39,1,5
77-25,77,25,0,1
75-66,75,66,2,2
72-4,72,4,2,1
40-76,40,76,0,0
21-57,21,57,1,0
21-44,21,44,2,0
16-30,16,30,2,0
16-51,16,51,2,1
51-31,51,31,0,2
32-79,32,79,5,0
6-25,6,25,0,1
45-72,45,72,0,0
6-30,6,30,3,0
39-60,39,60,1,1
59-30,59,30,1,0
1-40,1,40,3,0
65-71,65,71,1,0
49-32,49,32,0,0
74-3,74,3,0,1
78-9,78,9,0,0
67-47,67,47,1,1
54-34,54,34,0,1
67-74,67,74,1,0
49-29,49,29,1,1
9-32,9,32,1,0
65-62,65,62,1,1
45-12,45,12,1,2
26-21,26,21,5,1
65-15,65,15,0,2
30-59,30,59,0,2
48-60,48,60,0,0
75-12,75,12,1,3
42-80,42,80,2,2
33-13,33,13,0,2
78-55,78,55,0,2
61-15,61,15,0,2
2-61,2,61,1,0
49-59,49,59,0,2
45-49,45,49,0,0
42-74,42,74,2,0
39-57,39,57,0,0
79-19,79,19,0,3
53-12,53,12,1,0
77-39,77,39,3,0
42-63,42,63,1,0
67-5,67,5,0,1
58-60,58,60,1,0
60-11,60,11,0,1
59-49,59,49,3,0
18-10,18,10,2,1
40-21,40,21,0,1
79-61,79,61,1,1
79-75,79,75,0,1
27-16,27,16,3,0
60-2,60,2,0,3
35-65,35,65,0,0
30-77,30,77,1,0
16-20,16,20,1,0
32-71,32,71,1,0
2-4,2,4,1,1
30-67,30,67,2,1
65-72,65,72,1,1
61-17,61,17,2,1
76-6,76,6,0,2
73-54,73,54,1,3
52-51,52,51,2,1
54-63,54,63,1,0
73-42,73,42,0,1
75-8,75,8,1,2
14-52,14,52,3,1
18-76,18,76,1,0
65-31,65,31,0,3
47-25,47,25,2,1
38-47,38,47,2,1
11-44,11,44,1,0
34-51,34,51,1,0
31-15,31,15,2,0
73-53,73,53,0,1
33-11,33,11,2,0
59-21,59,21,1,3
69-50,69,50,1,1
69-25,69,25,0,2
56-36,56,36,0,0
43-52,43,52,2,0
74-35,74,35,0,2
70-60,70,60,1,0
38-60,38,60,2,0
44-14,44,14,0,2
42-68,42,68,2,0
8-75,8,75,2,0
16-47,16,47,1,0
69-20,69,20,1,4
78-40,78,40,1,0
71-52,71,52,0,2
59-27,59,27,2,1
67-75,67,75,3,1
45-2,45,2,2,1
42-65,42,65,1,1
52-31,52,31,2,0
3-78,3,78,1,0
33-11,33,11,1,2
13-53,13,53,0,1
7-18,7,18,1,1
38-59,38,59,1,0
59-75,59,75,1,2
25-27,25,27,1,0
61-24,61,24,0,1
80-25,80,25,0,1
54-28,54,28,0,1
12-29,12,29,1,0
79-51,79,51,0,2
73-26,73,26,1,2
35-47,35,47,0,2
68-5,68,5,1,1
25-50,25,50,0,0
39-19,39,19,1,1
30-76,30,76,2,0
49-67,49,67,1,0
3-26,3,26,1,0
61-21,61,21,0,4
7-5,7,5,0,1
45-75,45,75,0,2
68-52,68,52,1,0
17-37,17,37,2,2
30-75,30,75,1,0
63-36,63,36,0,2
74-17,74,17,1,2
24-9,24,9,1,0
77-78,77,78,0,0
42-61,42,61,2,2
9-60,9,60,1,0
25-75,25,75,2,1
58-3,58,3,0,2
58-76,58,76,5,0
60-36,60,36,1,1
18-65,18,65,0,0
7-58,7,58,2,0
1-46,1,46,2,0
47-75,47,75,0,2
34-72,34,72,1,0
25-14,25,14,1,0
50-7,50,7,0,2
62-71,62,71,1,0
74-25,74,25,0,1
76-62,76,62,1,0
56-73,56,73,3,0
31-58,31,58,0,0
77-73,77,73,2,0
70-45,70,45,0,0
71-68,71,68,0,0
66-21,66,21,0,3
55-37,55,37,1,1
7-47,7,47,2,1
20-79,20,79,1,0
64-42,64,42,1,2
34-30,34,30,2,1
51-27,51,27,1,0
4-2,4,2,0,0
33-66,33,66,2,0
74-16,74,16,1,1
55-73,55,73,2,0
64-48,64,48,2,0
31-5,31,5,1,0
37-36,37,36,1,1
30-29,30,29,2,2
71-18,71,18,0,1
15-48,15,48,0,0
47-20,47,20,0,1
26-24,26,24,0,1
34-61,34,61,3,0
21-35,21,35,1,0
22-14,22,14,1,0
24-35,24,35,2,1
32-33,32,33,0,1
5-64,5,64,3,0
10-9,10,9,2,2
18-76,18,76,2,1
42-54,42,54,2,1
55-24,55,24,0,0
5-17,5,17,0,3
61-8,61,8,0,3
68-8,68,8,0,0
33-52,33,52,1,0
19-7,19,7,1,1
73-9,73,9,0,2
49-19,49,19,2,3
52-43,52,43,2,2
75-74,75,74,1,1
66-30,66,30,0,1
43-19,43,19,1,1
45-39,45,39,1,1
42-50,42,50,1,0
1-9,1,9,1,1
79-63,79,63,0,2
77-60,77,60,3,0
5-64,5,64,3,0
15-25,15,25,1,0
30-31,30,31,2,2
37-50,37,50,1,0
53-45,53,45,1,1
53-35,53,35,1,1
41-5,41,5,2,2
71-14,71,14,0,0
44-66,44,66,1,0
30-62,30,62,3,0
71-37,71,37,0,1
41-38,41,38,0,1
43-37,43,37,1,0
37-25,37,25,1,1
39-24,39,24,0,1
74-14,74,14,3,1
1-3,1,3,3,1
43-65,43,65,2,0
7-55,7,55,3,0
79-63,79,63,2,0
29-6,29,6,0,3
49-73,49,73,2,0
25-40,25,40,0,1
36-25,36,25,1,1
1-51,1,51,1,1
38-76,38,76,1,0
73-22,73,22,0,1
44-10,44,10,0,0
5-20,5,20,3,2
35-1,35,1,0,1
11-65,11,65,1,1
77-33,77,33,0,3
54-74,54,74,2,0
45-75,45,75,1,0
42-49,42,49,2,1
13-45,13,45,1,0
70-1,70,1,0,3
13-75,13,75,0,0
80-30,80,30,1,1
4-57,4,57,0,0
51-19,51,19,1,3
28-33,28,33,1,1
37-75,37,75,3,0
21-61,21,61,1,0
44-37,44,37,0,1
27-15,27,15,1,2
1-27,1,27,5,2
48-45,48,45,4,1
76-8,76,8,0,1
50-26,50,26,1,3
38-18,38,18,0,1
10-22,10,22,1,2
30-33,30,33,0,2
59-49,59,49,0,1
75-56,75,56,1,1
46-7,46,7,0,1
65-33,65,33,0,1
64-54,64,54,0,1
71-28,71,28,0,1
32-74,32,74,3,0
63-74,63,74,1,1
66-17,66,17,0,1
50-19,50,19,0,2
70-34,70,34,2,0
27-13,27,13,0,1
62-47,62,47,2,1
10-15,10,15,4,0
26-67,26,67,1,0
19-30,19,30,0,2
24-4,24,4,0,2
17-15,17,15,2,0
58-62,58,62,1,1
73-42,73,42,2,2
46-12,46,12,1,1
34-30,34,30,1,1
32-78,32,78,1,0
23-71,23,71,2,0
78-70,78,70,4,1
25-46,25,46,1,0
76-39,76,39,1,1
20-61,20,61,1,0
54-70,54,70,2,0
49-78,49,78,0,0
22-35,22,35,1,1
51-55,51,55,0,3
12-42,12,42,1,1
15-74,15,74,1,1
69-73,69,73,0,1
4-62,4,62,2,1
56-4,56,4,0,2
54-42,54,42,1,0
60-33,60,33,0,3
60-22,60,22,0,1
10-62,10,62,1,0
5-77,5,77,2,1
3-40,3,40,2,1
11-31,11,31,0,2
33-55,33,55,1,1
68-13,68,13,0,2
51-57,51,57,2,1
11-38,11,38,3,1
42-5,42,5,0,2
7-56,7,56,1,1
48-76,48,76,0,0
79-28,79,28,1,3
54-78,54,78,2,0
68-27,68,27,0,1
51-43,51,43,1,1
70-49,70,49,0,0
8-23,8,23,3,2
32-67,32,67,0,0
36-48,36,48,1,0
44-64,44,64,1,0
18-1,18,1,0,0
43-8,43,8,0,4
18-1,18,1,0,2
34-19,34,19,1,1
53-62,53,62,3,1
70-51,70,51,0,0
17-43,17,43,2,0
20-8,20,8,1,1
28-2,28,2,1,1
71-11,71,11,0,0
52-5,52,5,1,1
29-22,29,22,0,0
27-42,27,42,3,2
64-4,64,4,0,1
36-42,36,42,3,0
32-74,32,74,1,0
78-63,78,63,3,0
48-71,48,71,2,0
70-8,70,8,0,2
3-18,3,18,0,2
17-46,17,46,4,1
13-56,13,56,3,0
46-3,46,3,0,4
14-52,14,52,0,2
74-5,74,5,0,0
22-58,22,58,1,2
1-43,1,43,1,2
56-34,56,34,0,1
8-45,8,45,2,2
70-57,70,57,0,4
32-45,32,45,3,0
70-33,70,33,0,3
43-72,43,72,2,0
27-71,27,71,2,1
36-54,36,54,3,1
58-76,58,76,2,0
6-12,6,12,0,1
43-76,43,76,0,0
70-58,70,58,0,4
2-69,2,69,1,0
33-37,33,37,3,2
12-65,12,65,0,0
61-71,61,71,2,1
48-17,48,17,0,4
43-76,43,76,0,0
60-70,60,70,1,0
1-24,1,24,1,1
58-20,58,20,0,0
29-8,29,8,1,0
54-64,54,64,0,2
58-19,58,19,1,1
14-34,14,34,0,1
6-38,6,38,0,0
62-48,62,48,0,1
35-50,35,50,2,1
54-15,54,15,0,1
24-66,24,66,2,0
5-48,5,48,0,0
80-16,80,16,0,1
9-28,9,28,3,0
40-1,40,1,0,2
28-42,28,42,2,0
14-23,14,23,0,1
24-28,24,28,2,3
16-12,16,12,1,0
40-26,40,26,3,0
59-32,59,32,1,1
24-32,24,32,1,1
74-6,74,6,0,1
56-2,56,2,3,1
40-17,40,17,0,1
63-1,63,1,0,0
56-32,56,32,1,2
35-58,35,58,2,1
44-19,44,19,1,2
39-20,39,20,2,0
45-25,45,25,2,1
50-6,50,6,1,2
77-22,77,22,0,4
36-60,36,60,1,0
66-70,66,70,0,0
32-15,32,15,4,2
71-11,71,11,0,3
52-32,52,32,0,3
7-60,7,60,3,0
4-28,4,28,4,1
22-44,22,44,1,0
56-28,56,28,3,1
74-24,74,24,0,3
47-30,47,30,1,2
39-31,39,31,3,0
40-43,40,43,2,0
9-43,9,43,2,2
27-13,27,13,0,0
2-66,2,66,1,0
39-15,39,15,0,2
50-17,50,17,1,0
55-51,55,51,1,2
40-19,40,19,1,2
59-32,59,32,2,1
61-29,61,29,2,2
36-6,36,6,1,1
17-35,17,35,1,0
70-24,70,24,0,2
42-66,42,66,1,0
6-11,6,11,3,1
60-34,60,34,0,1
68-19,68,19,0,2
53-7,53,7,0,2
23-41,23,41,2,1
29-58,29,58,3,0
15-14,15,14,1,0
20-38,20,38,1,2
39-38,39,38,0,2
66-17,66,17,1,3
15-9,15,9,2,0
62-43,62,43,1,0
62-7,62,7,0,3
57-49,57,49,1,1
79-38,79,38,0,1
16-18,16,18,2,0
50-3,50,3,0,0
71-30,71,30,0,1
13-10,13,10,1,2
40-49,40,49,1,0
66-64,66,64,1,0
30-32,30,32,0,2
40-45,40,45,2,0
43-4,43,4,1,1
33-67,33,67,0,0
35-4,35,4,1,1
57-36,57,36,1,0
69-29,69,29,1,1
47-76,47,76,1,2
23-20,23,20,1,1
4-25,4,25,2,1
79-52,79,52,0,2
39-71,39,71,0,0
75-8,75,8,0,0
5-25,5,25,2,0
39-78,39,78,0,0
33-20,33,20,2,1
3-11,3,11,0,0
31-54,31,54,2,0
53-34,53,34,3,1
19-28,19,28,1,0
25-9,25,9,2,3
47-13,47,13,1,2
40-41,40,41,0,1
59-48,59,48,2,2
36-20,36,20,1,1
47-26,47,26,1,1
6-61,6,61,1,0
53-78,53,78,2,1
79-8,79,8,1,0
20-29,20,29,1,1
55-10,55,10,2,1
56-61,56,61,3,0
12-5,12,5,2,0
18-42,18,42,2,0
4-8,4,8,2,0
25-64,25,64,2,0
49-31,49,31,1,1
28-42,28,42,2,0
68-39,68,39,2,1
47-4,47,4,0,1
13-35,13,35,1,2
54-78,54,78,1,0
3-61,3,61,0,0
8-51,8,51,1,3
10-71,10,71,3,0
42-2,42,2,1,2
68-44,68,44,1,2
11-13,11,13,0,2
35-8,35,8,0,0
22-42,22,42,2,1
27-70,27,70,3,0
13-15,13,15,1,1
44-12,44,12,2,0
77-28,77,28,0,1
80-18,80,18,1,0
76-6,76,6,0,3
2-8,2,8,1,2
62-21,62,21,0,1
17-14,17,14,0,1
65-61,65,61,0,2
44-24,44,24,0,3
66-54,66,54,2,3
36-71,36,71,1,0
55-12,55,12,0,1
50-67,50,67,2,0
26-21,26,21,0,0
15-36,15,36,1,1
15-31,15,31,2,1
24-46,24,46,3,0
13-9,13,9,0,1
39-79,39,79,3,1
56-62,56,62,2,1
9-7,9,7,1,0
40-13,40,13,1,0
49-9,49,9,1,4
63-66,63,66,1,0
29-59,29,59,1,2
21-73,21,73,0,1
14-42,14,42,3,0
1-15,1,15,0,3
77-44,77,44,0,0
27-42,27,42,2,0
12-10,12,10,1,0
55-38,55,38,1,1
74-80,74,80,1,0
61-50,61,50,0,0
27-40,27,40,3,0
10-13,10,13,1,4
79-78,79,78,3,0
6-21,6,21,6,1
14-57,14,57,2,0
17-65,17,65,1,0
23-2,23,2,0,3
38-32,38,32,1,0
34-37,34,37,1,1
38-27,38,27,1,1
64-22,64,22,0,2
34-49,34,49,3,1
55-76,55,76,4,0
65-21,65,21,1,2
45-70,45,70,1,0
7-52,7,52,1,0
46-28,46,28,0,2
10-66,10,66,2,0
24-19,24,19,2,0
22-43,22,43,0,0
41-31,41,31,1,3
33-54,33,54,1,0
20-44,20,44,0,1
19-16,19,16,2,2
78-3,78,3,1,1
10-50,10,50,3,0
34-37,34,37,0,0
68-47,68,47,3,2
10-6,10,6,1,1
33-10,33,10,0,3
6-67,6,67,1,0
6-42,6,42,3,0
44-1,44,1,0,1
38-4,38,4,1,0
2-44,2,44,1,0
15-16,15,16,1,1
10-19,10,19,0,2
39-76,39,76,0,0
9-46,9,46,1,0
74-18,74,18,0,2
29-54,29,54,1,2
7-11,7,11,1,0
28-25,28,25,0,0
16-60,16,60,0,0
63-54,63,54,2,0
11-2,11,2,0,1
48-31,48,31,1,0
70-63,70,63,1,1
19-59,19,59,2,0
6-4,6,4,2,1
75-66,75,66,4,1
25-49,25,49,3,0
36-62,36,62,1,0
17-66,17,66,2,0
28-62,28,62,3,0
40-59,40,59,0,0
38-17,38,17,2,0
3-19,3,19,1,0
47-27,47,27,1,2
39-29,39,29,1,2
51-17,51,17,0,1
63-54,63,54,0,1
54-38,54,38,1,1
54-53,54,53,1,0
74-18,74,18,1,1
42-79,42,79,0,0
17-24,17,24,0,0
58-37,58,37,0,1
58-43,58,43,1,0
36-65,36,65,2,0
59-61,59,61,0,0
5-16,5,16,3,0
14-58,14,58,0,1
62-56,62,56,1,3
6-71,6,71,2,0
21-45,21,45,1,0
46-3,46,3,1,3
43-12,43,12,2,1
55-15,55,15,0,0
55-69,55,69,0,0
54-30,54,30,0,1
65-8,65,8,1,3
28-25,28,25,1,1
57-1,57,1,1,1
31-52,31,52,1,2
55-6,55,6,3,1
58-73,58,73,0,0
13-41,13,41,0,0
67-35,67,35,1,2
12-80,12,80,0,0
5-19,5,19,1,2
66-51,66,51,0,1
32-30,32,30,2,1
44-21,44,21,1,1
55-70,55,70,2,0
37-69,37,69,0,0
14-64,14,64,0,0
21-49,21,49,4,0
58-50,58,50,2,3
59-24,59,24,2,0
72-36,72,36,0,0
66-57,66,57,1,1
41-67,41,67,0,0
64-30,64,30,1,2
1-77,1,77,5,1
22-50,22,50,1,0
48-77,48,77,2,3
60-32,60,32,0,0
78-50,78,50,0,1
38-14,38,14,2,2
67-80,67,80,0,2
50-70,50,70,2,1
16-15,16,15,2,1
37-5,37,5,0,3
41-45,41,45,2,1
40-1,40,1,3,0
62-63,62,63,1,1
46-41,46,41,2,1
38-50,38,50,1,0
18-63,18,63,2,0
24-19,24,19,2,0
15-20,15,20,2,1
73-28,73,28,0,1
78-80,78,80,2,1
72-23,72,23,2,1
32-58,32,58,1,1
23-4,23,4,1,1
17-54,17,54,1,0
79-18,79,18,0,0
71-48,71,48,0,2
34-76,34,76,0,1
22-2,22,2,1,2
19-24,19,24,2,2
37-14,37,14,1,0
46-79,46,79,2,2
73-61,73,61,2,2
39-48,39,48,2,0
5-31,5,31,0,0
70-17,70,17,0,1
37-4,37,4,1,2
8-61,8,61,3,0
8-24,8,24,1,1
75-65,75,65,0,0
6-31,6,31,2,1
70-54,70,54,1,3
34-8,34,8,0,3
66-67,66,67,1,1
31-26,31,26,2,1
59-4,59,4,2,1
62-20,62,20,0,1
22-33,22,33,0,1
22-67,22,67,1,1
48-43,48,43,2,1
17-9,17,9,3,1
69-68,69,68,2,0
20-80,20,80,3,0
77-46,77,46,1,0
43-7,43,7,0,1
23-2,23,2,0,3
23-29,23,29,1,1
72-80,72,80,0,0
72-6,72,6,0,0
71-66,71,66,1,1
46-28,46,28,1,5
74-50,74,50,1,2
75-20,75,20,0,2
60-36,60,36,0,2
39-9,39,9,0,0
73-18,73,18,1,4
19-7,19,7,0,0
35-25,35,25,1,1
51-17,51,17,0,0
21-13,21,13,2,0
61-12,61,12,1,0
61-18,61,18,0,1
26-76,26,76,4,1
28-45,28,45,0,1
70-13,70,13,0,2
71-42,71,42,2,1
35-5,35,5,1,1
70-67,70,67,1,2
32-60,32,60,0,1
70-80,70,80,0,1
26-68,26,68,0,0
40-19,40,19,2,0
10-59,10,59,2,0
50-76,50,76,0,0
70-8,70,8,0,2
46-33,46,33,0,1
38-30,38,30,0,1
68-40,68,40,0,1
2-53,2,53,0,1
57-38,57,38,1,1
21-79,21,79,3,0
66-12,66,12,0,0
